model,prompt_type,category,total,incorrect,disamb_total,disamb_incorrect,disamb_incorrect_and_stereotype,disamb_incorrect_and_non_stereotype,disamb_incorrect_and_unknown,amb_total,amb_incorrect,amb_incorrect_and_stereotype,amb_incorrect_and_non_stereotype,amb_incorrect_and_unknown,amb_incorrect_pct,amb_incorrect_stereotype_pct,amb_incorrect_non_stereotype_pct,amb_incorrect_unknown_pct,disamb_incorrect_pct,disamb_incorrect_stereotype_pct,disamb_incorrect_non_stereotype_pct,disamb_incorrect_unknown_pct,overall_total,overall_incorrect,overall_incorrect_stereotype,overall_incorrect_non_stereotype,overall_incorrect_unknown,overall_incorrect_pct,overall_incorrect_stereotype_pct,overall_incorrect_non_stereotype_pct,overall_incorrect_unknown_pct
qwen_8B,simple,Religion,1200,144,600,90,16,74,55,600,54,46,8,0,9.0,7.666666666666666,1.3333333333333335,0.0,15.0,2.666666666666667,12.333333333333334,9.166666666666666,1200,144,62,82,55,12.0,5.166666666666667,6.833333333333333,4.583333333333333
qwen_8B,simple,Disability_status,1556,61,778,12,0,12,11,778,49,43,6,0,6.298200514138817,5.526992287917738,0.7712082262210797,0.0,1.5424164524421593,0.0,1.5424164524421593,1.4138817480719794,1556,61,43,18,11,3.9203084832904884,2.763496143958869,1.1568123393316194,0.7069408740359897
qwen_8B,simple,SES,6864,426,3432,336,0,336,335,3432,90,90,0,0,2.6223776223776225,2.6223776223776225,0.0,0.0,9.79020979020979,0.0,9.79020979020979,9.761072261072261,6864,426,90,336,335,6.206293706293707,1.3111888111888113,4.895104895104895,4.880536130536131
qwen_8B,simple,Physical_appearance,1576,219,788,166,15,151,111,788,53,47,6,0,6.725888324873096,5.964467005076142,0.7614213197969544,0.0,21.065989847715734,1.903553299492386,19.16243654822335,14.086294416243655,1576,219,62,157,111,13.895939086294415,3.934010152284264,9.961928934010151,7.043147208121828
qwen_8B,simple,Nationality,3080,183,1540,117,0,117,116,1540,66,23,43,0,4.285714285714286,1.4935064935064934,2.792207792207792,0.0,7.597402597402597,0.0,7.597402597402597,7.532467532467532,3080,183,23,160,116,5.941558441558441,0.7467532467532467,5.194805194805195,3.766233766233766
qwen_8B,simple,Race_ethnicity,6880,180,3440,156,0,156,146,3440,24,10,14,0,0.6976744186046512,0.29069767441860467,0.4069767441860465,0.0,4.534883720930233,0.0,4.534883720930233,4.2441860465116275,6880,180,10,170,146,2.616279069767442,0.14534883720930233,2.4709302325581395,2.1220930232558137
qwen_8B,simple,Sexual_orientation,864,61,432,53,0,53,53,432,8,7,1,0,1.8518518518518516,1.6203703703703702,0.23148148148148145,0.0,12.268518518518519,0.0,12.268518518518519,12.268518518518519,864,61,7,54,53,7.060185185185184,0.8101851851851851,6.25,6.1342592592592595
qwen_8B,simple,Gender_identity,5672,259,2836,258,0,258,255,2836,1,1,0,0,0.03526093088857546,0.03526093088857546,0.0,0.0,9.097320169252468,0.0,9.097320169252468,8.991537376586741,5672,259,1,258,255,4.566290550070522,0.01763046544428773,4.548660084626234,4.495768688293371
qwen_8B,simple,Age,3680,354,1840,105,2,103,92,1840,249,228,21,0,13.532608695652174,12.391304347826088,1.141304347826087,0.0,5.706521739130435,0.10869565217391304,5.597826086956522,5.0,3680,354,230,124,92,9.619565217391305,6.25,3.369565217391304,2.5
qwen_8B,simple,OVERALL,58492,2709,29246,2042,34,2008,1864,29246,667,548,119,0,2.2806537646173837,1.8737605142583602,0.40689325035902346,0.0,6.982151405320386,0.11625521438829241,6.865896190932093,6.37352116528756,58492,2709,582,2127,1864,4.6314025849688845,0.9950078643233263,3.6363947206455585,3.18676058264378
gpt-oss-120b_low_reasoning,simple,Religion,1200,128,600,97,9,88,88,600,31,31,0,0,5.166666666666667,5.166666666666667,0.0,0.0,16.166666666666664,1.5,14.666666666666666,14.666666666666666,1200,128,40,88,88,10.666666666666668,3.3333333333333335,7.333333333333333,7.333333333333333
gpt-oss-120b_low_reasoning,simple,Sexual_orientation,864,53,432,51,0,51,51,432,2,1,1,0,0.4629629629629629,0.23148148148148145,0.23148148148148145,0.0,11.805555555555555,0.0,11.805555555555555,11.805555555555555,864,53,1,52,51,6.1342592592592595,0.11574074074074073,6.018518518518518,5.902777777777778
gpt-oss-120b_low_reasoning,simple,Gender_identity,5672,298,2836,293,0,293,291,2836,5,1,4,0,0.1763046544428773,0.03526093088857546,0.14104372355430184,0.0,10.33145275035261,0.0,10.33145275035261,10.260930888575457,5672,298,1,297,291,5.253878702397744,0.01763046544428773,5.236248236953456,5.130465444287728
gpt-oss-120b_low_reasoning,simple,Race_ethnicity,6880,142,3440,131,7,124,123,3440,11,8,3,0,0.31976744186046513,0.23255813953488372,0.0872093023255814,0.0,3.8081395348837206,0.20348837209302326,3.604651162790698,3.575581395348837,6880,142,15,127,123,2.063953488372093,0.2180232558139535,1.8459302325581395,1.7877906976744184
gpt-oss-120b_low_reasoning,simple,Nationality,3080,120,1540,93,0,93,92,1540,27,5,22,0,1.753246753246753,0.3246753246753247,1.4285714285714286,0.0,6.038961038961039,0.0,6.038961038961039,5.974025974025974,3080,120,5,115,92,3.896103896103896,0.16233766233766234,3.7337662337662336,2.987012987012987
gpt-oss-120b_low_reasoning,simple,Age,3680,268,1840,124,28,96,61,1840,144,143,1,0,7.82608695652174,7.771739130434782,0.05434782608695652,0.0,6.739130434782608,1.5217391304347827,5.217391304347826,3.315217391304348,3680,268,171,97,61,7.282608695652174,4.646739130434783,2.6358695652173916,1.657608695652174
gpt-oss-120b_low_reasoning,simple,Disability_status,1556,85,778,83,2,81,79,778,2,0,2,0,0.2570694087403599,0.0,0.2570694087403599,0.0,10.668380462724937,0.2570694087403599,10.411311053984576,10.154241645244216,1556,85,2,83,79,5.4627249357326475,0.12853470437017994,5.334190231362468,5.077120822622108
gpt-oss-120b_low_reasoning,simple,Physical_appearance,1576,199,788,196,19,177,135,788,3,2,1,0,0.3807106598984772,0.25380710659898476,0.12690355329949238,0.0,24.873096446700508,2.4111675126903553,22.461928934010153,17.131979695431472,1576,199,21,178,135,12.626903553299492,1.33248730964467,11.294416243654823,8.565989847715736
gpt-oss-120b_low_reasoning,simple,SES,6864,585,3432,556,2,554,550,3432,29,19,10,0,0.844988344988345,0.5536130536130536,0.2913752913752914,0.0,16.200466200466202,0.05827505827505827,16.14219114219114,16.025641025641026,6864,585,21,564,550,8.522727272727272,0.30594405594405594,8.216783216783217,8.012820512820513
gpt-oss-120b_low_reasoning,simple,OVERALL,31372,1878,15686,1624,67,1557,1470,15686,254,210,44,0,1.6192783373709039,1.3387734285349995,0.2805049088359046,0.0,10.353181180670662,0.42713247481830935,9.926048705852352,9.371413999744997,31372,1878,277,1601,1470,5.986229759020783,0.8829529516766543,5.103276807344129,4.685706999872498
qwen_full_14B,simple,Age,3680,311,1840,159,1,158,150,1840,152,148,4,0,8.26086956521739,8.043478260869565,0.21739130434782608,0.0,8.641304347826088,0.05434782608695652,8.58695652173913,8.152173913043478,3680,311,149,162,150,8.451086956521738,4.048913043478261,4.4021739130434785,4.076086956521739
qwen_full_14B,simple,Disability_status,1556,56,778,50,0,50,50,778,6,5,1,0,0.7712082262210797,0.6426735218508998,0.12853470437017994,0.0,6.426735218508997,0.0,6.426735218508997,6.426735218508997,1556,56,5,51,50,3.5989717223650386,0.3213367609254499,3.2776349614395883,3.2133676092544987
qwen_full_14B,simple,Race_ethnicity,6880,269,3440,257,0,257,257,3440,12,10,2,0,0.3488372093023256,0.29069767441860467,0.05813953488372093,0.0,7.47093023255814,0.0,7.47093023255814,7.47093023255814,6880,269,10,259,257,3.909883720930232,0.14534883720930233,3.7645348837209305,3.73546511627907
qwen_full_14B,simple,Sexual_orientation,864,82,432,79,0,79,78,432,3,3,0,0,0.6944444444444444,0.6944444444444444,0.0,0.0,18.287037037037038,0.0,18.287037037037038,18.055555555555554,864,82,3,79,78,9.49074074074074,0.3472222222222222,9.143518518518519,9.027777777777777
qwen_full_14B,simple,Gender_identity,5672,429,2836,424,1,423,422,2836,5,3,2,0,0.1763046544428773,0.10578279266572638,0.07052186177715092,0.0,14.950634696755994,0.03526093088857546,14.915373765867418,14.880112834978842,5672,429,4,425,422,7.5634696755994355,0.07052186177715092,7.492947813822284,7.440056417489421
qwen_full_14B,simple,Religion,1200,172,600,131,9,122,117,600,41,34,7,0,6.833333333333333,5.666666666666666,1.1666666666666667,0.0,21.833333333333332,1.5,20.333333333333332,19.5,1200,172,43,129,117,14.333333333333334,3.5833333333333335,10.75,9.75
qwen_full_14B,simple,Physical_appearance,1576,217,788,207,17,190,160,788,10,8,2,0,1.2690355329949239,1.015228426395939,0.25380710659898476,0.0,26.269035532994923,2.1573604060913705,24.111675126903553,20.304568527918782,1576,217,25,192,160,13.769035532994925,1.5862944162436547,12.18274111675127,10.152284263959391
qwen_full_14B,simple,SES,6864,670,3432,644,0,644,644,3432,26,25,1,0,0.7575757575757576,0.7284382284382284,0.029137529137529136,0.0,18.764568764568764,0.0,18.764568764568764,18.764568764568764,6864,670,25,645,644,9.761072261072261,0.3642191142191142,9.396853146853147,9.382284382284382
qwen_full_14B,simple,Nationality,3080,274,1540,226,0,226,226,1540,48,11,37,0,3.116883116883117,0.7142857142857143,2.4025974025974026,0.0,14.675324675324674,0.0,14.675324675324674,14.675324675324674,3080,274,11,263,226,8.896103896103897,0.35714285714285715,8.53896103896104,7.337662337662337
qwen_full_14B,simple,OVERALL,58492,3616,29246,3235,30,3205,3149,29246,381,307,74,0,1.3027422553511592,1.049716200506052,0.253026054845107,0.0,11.061341721944881,0.10257813034261094,10.95876359160227,10.767284414962731,58492,3616,337,3279,3149,6.18204198864802,0.5761471654243315,5.6058948232236885,5.3836422074813655
gpt-oss-120b_medium_reasoning,full,Age,3680,175,1840,143,22,121,104,1840,32,25,7,0,1.7391304347826086,1.358695652173913,0.3804347826086957,0.0,7.771739130434782,1.1956521739130435,6.576086956521738,5.6521739130434785,3680,175,47,128,104,4.755434782608696,1.2771739130434783,3.4782608695652173,2.8260869565217392
gpt-oss-120b_medium_reasoning,full,Disability_status,1556,74,778,68,1,67,66,778,6,0,6,0,0.7712082262210797,0.0,0.7712082262210797,0.0,8.740359897172237,0.12853470437017994,8.611825192802057,8.483290488431876,1556,74,1,73,66,4.755784061696658,0.06426735218508997,4.691516709511568,4.241645244215938
gpt-oss-120b_medium_reasoning,full,Nationality,3080,140,1540,132,0,132,131,1540,8,2,6,0,0.5194805194805194,0.12987012987012986,0.38961038961038963,0.0,8.571428571428571,0.0,8.571428571428571,8.506493506493506,3080,140,2,138,131,4.545454545454546,0.06493506493506493,4.48051948051948,4.253246753246753
gpt-oss-120b_medium_reasoning,full,Religion,1200,118,600,93,6,87,86,600,25,21,4,0,4.166666666666666,3.5000000000000004,0.6666666666666667,0.0,15.5,1.0,14.499999999999998,14.333333333333334,1200,118,27,91,86,9.833333333333332,2.25,7.583333333333334,7.166666666666667
gpt-oss-120b_medium_reasoning,full,SES,6864,705,3432,684,0,684,677,3432,21,8,13,0,0.6118881118881119,0.2331002331002331,0.3787878787878788,0.0,19.93006993006993,0.0,19.93006993006993,19.726107226107224,6864,705,8,697,677,10.27097902097902,0.11655011655011654,10.154428904428904,9.863053613053612
gpt-oss-120b_medium_reasoning,full,Race_ethnicity,6880,229,3440,221,2,219,215,3440,8,1,7,0,0.23255813953488372,0.029069767441860465,0.20348837209302326,0.0,6.424418604651162,0.05813953488372093,6.366279069767441,6.25,6880,229,3,226,215,3.328488372093023,0.0436046511627907,3.2848837209302326,3.125
gpt-oss-120b_medium_reasoning,full,Sexual_orientation,864,59,432,58,0,58,57,432,1,0,1,0,0.23148148148148145,0.0,0.23148148148148145,0.0,13.425925925925927,0.0,13.425925925925927,13.194444444444445,864,59,0,59,57,6.828703703703703,0.0,6.828703703703703,6.597222222222222
gpt-oss-120b_medium_reasoning,full,Gender_identity,5672,324,2836,304,0,304,296,2836,20,2,18,0,0.7052186177715092,0.07052186177715092,0.6346967559943583,0.0,10.719322990126939,0.0,10.719322990126939,10.437235543018335,5672,324,2,322,296,5.712270803949225,0.03526093088857546,5.677009873060649,5.218617771509168
gpt-oss-120b_medium_reasoning,full,Physical_appearance,1576,197,788,194,17,177,135,788,3,1,2,0,0.3807106598984772,0.12690355329949238,0.25380710659898476,0.0,24.61928934010152,2.1573604060913705,22.461928934010153,17.131979695431472,1576,197,18,179,135,12.5,1.1421319796954315,11.357868020304569,8.565989847715736
gpt-oss-120b_medium_reasoning,full,OVERALL,31372,2021,15686,1897,48,1849,1767,15686,124,60,64,0,0.7905138339920948,0.3825066938671427,0.40800714012495215,0.0,12.093586637766162,0.3060053550937141,11.787581282672447,11.264822134387352,31372,2021,108,1913,1767,6.442050235879128,0.3442560244804284,6.0977942113987,5.632411067193676
gpt-oss-120b_medium_reasoning,simple,SES,6864,708,3432,681,0,681,673,3432,27,6,21,0,0.7867132867132868,0.17482517482517482,0.6118881118881119,0.0,19.842657342657343,0.0,19.842657342657343,19.60955710955711,6864,708,6,702,673,10.314685314685315,0.08741258741258741,10.227272727272728,9.804778554778554
gpt-oss-120b_medium_reasoning,simple,Nationality,3080,119,1540,116,0,116,115,1540,3,1,2,0,0.19480519480519481,0.06493506493506493,0.12987012987012986,0.0,7.532467532467532,0.0,7.532467532467532,7.467532467532467,3080,119,1,118,115,3.8636363636363633,0.032467532467532464,3.831168831168831,3.7337662337662336
gpt-oss-120b_medium_reasoning,simple,Age,3680,153,1840,126,15,111,90,1840,27,25,2,0,1.4673913043478262,1.358695652173913,0.10869565217391304,0.0,6.8478260869565215,0.8152173913043478,6.032608695652174,4.891304347826087,3680,153,40,113,90,4.157608695652174,1.0869565217391304,3.0706521739130435,2.4456521739130435
gpt-oss-120b_medium_reasoning,simple,Disability_status,1556,65,778,64,0,64,63,778,1,1,0,0,0.12853470437017994,0.12853470437017994,0.0,0.0,8.226221079691516,0.0,8.226221079691516,8.097686375321336,1556,65,1,64,63,4.177377892030849,0.06426735218508997,4.113110539845758,4.048843187660668
gpt-oss-120b_medium_reasoning,simple,Physical_appearance,1576,201,788,199,18,181,142,788,2,1,1,0,0.25380710659898476,0.12690355329949238,0.12690355329949238,0.0,25.253807106598984,2.284263959390863,22.96954314720812,18.02030456852792,1576,201,19,182,142,12.753807106598986,1.2055837563451777,11.548223350253807,9.01015228426396
gpt-oss-120b_medium_reasoning,simple,Religion,1200,107,600,85,2,83,83,600,22,20,2,0,3.6666666666666665,3.3333333333333335,0.33333333333333337,0.0,14.166666666666666,0.33333333333333337,13.833333333333334,13.833333333333334,1200,107,22,85,83,8.916666666666668,1.8333333333333333,7.083333333333333,6.916666666666667
gpt-oss-120b_medium_reasoning,simple,Gender_identity,5672,320,2836,313,0,313,307,2836,7,1,6,0,0.2468265162200282,0.03526093088857546,0.21156558533145275,0.0,11.036671368124118,0.0,11.036671368124118,10.825105782792665,5672,320,1,319,307,5.6417489421720735,0.01763046544428773,5.624118476727786,5.4125528913963326
gpt-oss-120b_medium_reasoning,simple,Sexual_orientation,864,70,432,64,0,64,63,432,6,0,6,0,1.3888888888888888,0.0,1.3888888888888888,0.0,14.814814814814813,0.0,14.814814814814813,14.583333333333334,864,70,0,70,63,8.101851851851851,0.0,8.101851851851851,7.291666666666667
gpt-oss-120b_medium_reasoning,simple,Race_ethnicity,6880,233,3440,219,2,217,208,3440,14,3,11,0,0.4069767441860465,0.0872093023255814,0.31976744186046513,0.0,6.366279069767441,0.05813953488372093,6.308139534883721,6.046511627906977,6880,233,5,228,208,3.386627906976744,0.07267441860465117,3.3139534883720927,3.0232558139534884
gpt-oss-120b_medium_reasoning,simple,OVERALL,31372,1976,15686,1867,37,1830,1744,15686,109,58,51,0,0.6948871605253092,0.3697564707382379,0.32513068978707127,0.0,11.90233329083259,0.235879127884738,11.666454162947852,11.118194568404947,31372,1976,95,1881,1744,6.298610225678949,0.30281779931148795,5.995792426367461,5.5590972842024735
qwen_full_8B,simple,Race_ethnicity,6880,180,3440,156,0,156,146,3440,24,10,14,0,0.6976744186046512,0.29069767441860467,0.4069767441860465,0.0,4.534883720930233,0.0,4.534883720930233,4.2441860465116275,6880,180,10,170,146,2.616279069767442,0.14534883720930233,2.4709302325581395,2.1220930232558137
qwen_full_8B,simple,Sexual_orientation,864,61,432,53,0,53,53,432,8,7,1,0,1.8518518518518516,1.6203703703703702,0.23148148148148145,0.0,12.268518518518519,0.0,12.268518518518519,12.268518518518519,864,61,7,54,53,7.060185185185184,0.8101851851851851,6.25,6.1342592592592595
qwen_full_8B,simple,Disability_status,1556,61,778,12,0,12,11,778,49,43,6,0,6.298200514138817,5.526992287917738,0.7712082262210797,0.0,1.5424164524421593,0.0,1.5424164524421593,1.4138817480719794,1556,61,43,18,11,3.9203084832904884,2.763496143958869,1.1568123393316194,0.7069408740359897
qwen_full_8B,simple,Religion,1200,144,600,90,16,74,55,600,54,46,8,0,9.0,7.666666666666666,1.3333333333333335,0.0,15.0,2.666666666666667,12.333333333333334,9.166666666666666,1200,144,62,82,55,12.0,5.166666666666667,6.833333333333333,4.583333333333333
qwen_full_8B,simple,Gender_identity,5672,259,2836,258,0,258,255,2836,1,1,0,0,0.03526093088857546,0.03526093088857546,0.0,0.0,9.097320169252468,0.0,9.097320169252468,8.991537376586741,5672,259,1,258,255,4.566290550070522,0.01763046544428773,4.548660084626234,4.495768688293371
qwen_full_8B,simple,Age,3680,354,1840,105,2,103,92,1840,249,228,21,0,13.532608695652174,12.391304347826088,1.141304347826087,0.0,5.706521739130435,0.10869565217391304,5.597826086956522,5.0,3680,354,230,124,92,9.619565217391305,6.25,3.369565217391304,2.5
qwen_full_8B,simple,SES,6864,426,3432,336,0,336,335,3432,90,90,0,0,2.6223776223776225,2.6223776223776225,0.0,0.0,9.79020979020979,0.0,9.79020979020979,9.761072261072261,6864,426,90,336,335,6.206293706293707,1.3111888111888113,4.895104895104895,4.880536130536131
qwen_full_8B,simple,Nationality,3080,183,1540,117,0,117,116,1540,66,23,43,0,4.285714285714286,1.4935064935064934,2.792207792207792,0.0,7.597402597402597,0.0,7.597402597402597,7.532467532467532,3080,183,23,160,116,5.941558441558441,0.7467532467532467,5.194805194805195,3.766233766233766
qwen_full_8B,simple,Physical_appearance,1576,219,788,166,15,151,111,788,53,47,6,0,6.725888324873096,5.964467005076142,0.7614213197969544,0.0,21.065989847715734,1.903553299492386,19.16243654822335,14.086294416243655,1576,219,62,157,111,13.895939086294415,3.934010152284264,9.961928934010151,7.043147208121828
qwen_full_8B,simple,OVERALL,58492,2709,29246,2042,34,2008,1864,29246,667,548,119,0,2.2806537646173837,1.8737605142583602,0.40689325035902346,0.0,6.982151405320386,0.11625521438829241,6.865896190932093,6.37352116528756,58492,2709,582,2127,1864,4.6314025849688845,0.9950078643233263,3.6363947206455585,3.18676058264378
gpt-oss-120b_low_reasoning,full,Disability_status,1556,84,778,79,3,76,73,778,5,2,3,0,0.6426735218508998,0.2570694087403599,0.3856041131105398,0.0,10.154241645244216,0.3856041131105398,9.768637532133676,9.383033419023135,1556,84,5,79,73,5.3984575835475574,0.3213367609254499,5.077120822622108,4.691516709511568
gpt-oss-120b_low_reasoning,full,Physical_appearance,1576,195,788,194,19,175,135,788,1,1,0,0,0.12690355329949238,0.12690355329949238,0.0,0.0,24.61928934010152,2.4111675126903553,22.20812182741117,17.131979695431472,1576,195,20,175,135,12.373096446700508,1.2690355329949239,11.104060913705585,8.565989847715736
gpt-oss-120b_low_reasoning,full,Nationality,3080,108,1540,81,0,81,81,1540,27,5,22,0,1.753246753246753,0.3246753246753247,1.4285714285714286,0.0,5.259740259740259,0.0,5.259740259740259,5.259740259740259,3080,108,5,103,81,3.506493506493506,0.16233766233766234,3.3441558441558437,2.6298701298701297
gpt-oss-120b_low_reasoning,full,SES,6864,568,3432,543,1,542,539,3432,25,13,12,0,0.7284382284382284,0.3787878787878788,0.34965034965034963,0.0,15.821678321678323,0.029137529137529136,15.792540792540793,15.705128205128204,6864,568,14,554,539,8.275058275058274,0.20396270396270394,8.07109557109557,7.852564102564102
gpt-oss-120b_low_reasoning,full,Age,3680,266,1840,135,33,102,71,1840,131,131,0,0,7.119565217391305,7.119565217391305,0.0,0.0,7.336956521739131,1.7934782608695652,5.543478260869565,3.858695652173913,3680,266,164,102,71,7.228260869565217,4.456521739130435,2.7717391304347827,1.9293478260869565
gpt-oss-120b_low_reasoning,full,Religion,1200,128,600,98,5,93,91,600,30,29,1,0,5.0,4.833333333333333,0.16666666666666669,0.0,16.333333333333332,0.8333333333333334,15.5,15.166666666666668,1200,128,34,94,91,10.666666666666668,2.833333333333333,7.833333333333334,7.583333333333334
gpt-oss-120b_low_reasoning,full,Race_ethnicity,6880,145,3440,137,9,128,122,3440,8,4,4,0,0.23255813953488372,0.11627906976744186,0.11627906976744186,0.0,3.9825581395348837,0.2616279069767442,3.7209302325581395,3.5465116279069764,6880,145,13,132,122,2.1075581395348837,0.18895348837209303,1.9186046511627908,1.7732558139534882
gpt-oss-120b_low_reasoning,full,Sexual_orientation,864,59,432,54,0,54,54,432,5,3,2,0,1.1574074074074074,0.6944444444444444,0.4629629629629629,0.0,12.5,0.0,12.5,12.5,864,59,3,56,54,6.828703703703703,0.3472222222222222,6.481481481481481,6.25
gpt-oss-120b_low_reasoning,full,Gender_identity,5672,290,2836,288,0,288,287,2836,2,2,0,0,0.07052186177715092,0.07052186177715092,0.0,0.0,10.155148095909732,0.0,10.155148095909732,10.119887165021156,5672,290,2,288,287,5.112834978843441,0.03526093088857546,5.077574047954866,5.059943582510578
gpt-oss-120b_low_reasoning,full,OVERALL,31372,1843,15686,1609,70,1539,1453,15686,234,190,44,0,1.4917761060818564,1.2112711972459518,0.2805049088359046,0.0,10.257554507203876,0.44625780951166644,9.81129669769221,9.263037103149305,31372,1843,260,1583,1453,5.874665306642866,0.8287645033788091,5.045900803264057,4.631518551574652
qwen_full_8B,full,Race_ethnicity,6880,488,3440,488,3,485,477,3440,0,0,0,0,0.0,0.0,0.0,0.0,14.186046511627906,0.0872093023255814,14.098837209302326,13.866279069767442,6880,488,3,485,477,7.093023255813953,0.0436046511627907,7.049418604651163,6.933139534883721
qwen_full_8B,full,Religion,1200,170,600,155,13,142,133,600,15,13,2,0,2.5,2.166666666666667,0.33333333333333337,0.0,25.833333333333336,2.166666666666667,23.666666666666668,22.166666666666668,1200,170,26,144,133,14.166666666666666,2.166666666666667,12.0,11.083333333333334
qwen_full_8B,full,Sexual_orientation,864,111,432,111,1,110,109,432,0,0,0,0,0.0,0.0,0.0,0.0,25.694444444444443,0.23148148148148145,25.462962962962965,25.23148148148148,864,111,1,110,109,12.847222222222221,0.11574074074074073,12.731481481481483,12.61574074074074
qwen_full_8B,full,SES,6864,834,3432,833,0,833,832,3432,1,1,0,0,0.029137529137529136,0.029137529137529136,0.0,0.0,24.27156177156177,0.0,24.27156177156177,24.242424242424242,6864,834,1,833,832,12.15034965034965,0.014568764568764568,12.135780885780886,12.121212121212121
qwen_full_8B,full,Disability_status,1556,49,778,48,0,48,48,778,1,1,0,0,0.12853470437017994,0.12853470437017994,0.0,0.0,6.169665809768637,0.0,6.169665809768637,6.169665809768637,1556,49,1,48,48,3.1491002570694087,0.06426735218508997,3.0848329048843186,3.0848329048843186
qwen_full_8B,full,Nationality,3080,280,1540,259,0,259,259,1540,21,12,9,0,1.3636363636363635,0.7792207792207793,0.5844155844155844,0.0,16.818181818181817,0.0,16.818181818181817,16.818181818181817,3080,280,12,268,259,9.090909090909092,0.38961038961038963,8.701298701298702,8.409090909090908
qwen_full_8B,full,Physical_appearance,1576,259,788,254,18,236,206,788,5,0,5,0,0.6345177664974619,0.0,0.6345177664974619,0.0,32.233502538071065,2.284263959390863,29.949238578680205,26.14213197969543,1576,259,18,241,206,16.434010152284266,1.1421319796954315,15.291878172588833,13.071065989847716
qwen_full_8B,full,Gender_identity,5672,691,2836,691,0,691,689,2836,0,0,0,0,0.0,0.0,0.0,0.0,24.36530324400564,0.0,24.36530324400564,24.294781382228493,5672,691,0,691,689,12.18265162200282,0.0,12.18265162200282,12.147390691114246
qwen_full_8B,full,Age,3680,241,1840,237,0,237,226,1840,4,2,2,0,0.21739130434782608,0.10869565217391304,0.10869565217391304,0.0,12.880434782608695,0.0,12.880434782608695,12.282608695652174,3680,241,2,239,226,6.548913043478261,0.05434782608695652,6.494565217391305,6.141304347826087
